pair,omega,kn,kf,same_organ,same_ct
Sple|nk cell vs Sple|type i nk t cell,27.467555354317213,0.004946548299666695,0.13586958923389864,True,False
Lung|type ii pneumo.. vs Lung|dendritic cell,27.38070289900524,0.019994841309925064,0.5474728094198149,True,False
Lung|non-classical .. vs Lung|capillary EC,27.3753123999432,0.017386318319120433,0.4759558954707772,True,False
Kidn|b cell vs Sple|type i nk t cell,27.340936102417984,0.014929951013358408,0.4081988366684629,False,False
Sple|naive thymus-d.. vs Sple|naive b cell,27.338787848401118,0.014646815698182419,0.40042618702724025,True,False
Hear|fibroblast of .. vs Lung|intermediate m..,27.33622291336765,0.02162830977044295,0.591236297124196,False,False
Sple|memory b cell vs Lung|respiratory go..,27.33188277317501,0.021594186355000534,0.59020977003697,False,False
Lung|non-classical .. vs Lung|lung ciliated ..,27.32232699092072,0.022418398211691382,0.6125228065525042,True,False
Live|fibroblast vs Lung|vein EC,27.29040561005889,0.014876312454198948,0.40598060085705995,False,False
Hear|cardiac EC vs Sple|nk cell,27.29026561782466,0.022167895453402767,0.6049677551115291,False,False
"Bone|monocyte vs Lung|cd8-positive, ..",27.242588377532336,0.01553971713377279,0.4233421173786587,False,False
Lung|pericyte cell vs Lung|type i pneumoc..,27.235545288176787,0.020193351346285415,0.5499769351118221,True,False
Sple|memory b cell vs Sple|macrophage,27.20570687666599,0.015938590365445357,0.43362061750955905,True,False
Sple|regulatory t c.. vs Lung|basal cell,27.202836580126352,0.02040490245449539,0.5550712269030571,False,False
Sple|macrophage vs Sple|regulatory t c..,27.202295656771625,0.018454041598748992,0.5019922956315326,True,False
Hear|cardiac EC vs Sple|type i nk t cell,27.17112552566369,0.021547658648959078,0.58547413793502,False,False
