cell_type,region_a,region_b,omega,kn,kf,expected_omega,observed_residual,null_le_count,p_value,q_value
Astrocyte,Human A5-A7,Human CA1U,19.281814975743703,0.0032781678330682,0.0632090256166569,21.53561710696989,0.8953453657709787,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CA1U-CA2U-CA3U,5.890792822996974,0.0097531602487291,0.057453846394753,7.529086266445427,0.7824047453474177,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CA2U-CA3U,11.311162410423632,0.005281986431352,0.0597454063746769,15.57778468557003,0.7261085346044972,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CA3R,17.650522148678,0.0055764207896128,0.0984267386574094,16.338180863577865,1.0803235865766239,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CA4C-DGC,18.57377394973449,0.0033374142776888,0.0619883783704098,21.745283187276012,0.8541518539801178,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CBL,21.463341164269373,0.0097979659929882,0.2102970868234165,27.055364963887566,0.7933118327147978,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CBV,19.42608469439428,0.0104729907534068,0.2034492053792896,29.665539950977376,0.6548367137930439,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CEN,6.996901813404135,0.0111284622737396,0.0778647578635287,8.861119714259326,0.7896182467938799,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CM,20.32016122864352,0.0076568925313307,0.1555892907470364,22.191460902385273,0.9156747867130904,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CM-Pf,33.17555965620103,0.0045688208808484,0.1515731896910861,22.96044974029305,1.444900253760343,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CMN,20.1695275470888,0.0032639500896361,0.0658323312452388,18.304096973507573,1.101913280741528,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CaB,22.743959582061933,0.0028369898166451,0.0645243817244976,23.8181009082345,0.9549023102089047,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CbDN,26.60752013935893,0.0068771842924131,0.1829848195624669,30.854547948351787,0.8623532642221151,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human Cla,18.6571319237276,0.0027982968211351,0.0522081929536655,20.08634603938279,0.9288464854258228,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human CoA,10.918863214376362,0.0052475332397304,0.05729709765751,15.440524619557525,0.7071562322789302,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human DGR-CA4Rpy,18.178922900741902,0.003690630347652,0.0670916845451043,20.0351852276189,0.9073498794351996,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human DGU-CA4Upy,22.869004857536265,0.0031418163380474,0.0718502130962928,23.185299728403976,0.9863579563528254,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human DTg,27.85129881441477,0.0060986419661815,0.1698550997622535,23.562548349678988,1.182015561351377,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human ETH,18.58486393092925,0.0085418300072022,0.1587487484049823,16.580190530203236,1.1209077421079214,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human FI,10.60305845502504,0.0025745210043324,0.0272977967026266,11.506332001158203,0.9214976983071372,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human GPe,18.062728725347093,0.0055457518109669,0.1001714105395976,20.083704155042902,0.8993723760271407,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human GPi,18.593945488947902,0.0075696320506969,0.1407493257220519,23.717617043894236,0.7839719080772767,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human Gpe,10.739250901623254,0.0103504697659147,0.1111562917658241,16.159681728256952,0.6645706940406204,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human HTHma,12.2844538480158,0.0131015629730131,0.160945545678853,13.1885865959405,0.9314458193569435,0,9.999000099990002e-05,0.0002751999299680118
Astrocyte,Human A5-A7,Human HTHma-HTHtub,9.240033869168911,0.0154253374419833,0.1425306404072857,10.279461603787679,0.8988830568484473,0,9.999000099990002e-05,0.0002751999299680118
