pair_type,cancer,sample_a,sample_b,kn,kf,omega_floor,omega_raw
TT,TCGA-LIHC,TCGA-DD-AADW-01,TCGA-ED-A82E-01,0.0026159610341511996,0.1451409480079798,55.48284019263829,55.48284019263829
TT,TCGA-LIHC,TCGA-HU-A4GQ-01,TCGA-ZP-A9D1-01,0.0033784320849146047,0.18551429054638063,54.911357068487526,54.911357068487526
TT,TCGA-LIHC,TCGA-DD-AADO-01,TCGA-G3-A5SI-01,0.012723505968240015,0.3747738542746022,29.45523468217801,29.45523468217801
TT,TCGA-LIHC,TCGA-DD-A3A4-01,TCGA-FV-A3R3-01,0.003250093820459059,0.21456728384145507,66.01879690080717,66.01879690080717
TT,TCGA-LIHC,TCGA-DD-AAEK-01,TCGA-EP-A3RK-01,0.0028739769532563813,0.2589152838827087,90.08954772213562,90.08954772213562
TT,TCGA-LIHC,TCGA-DD-A4NL-01,TCGA-HU-A4GD-01,0.006495805697937836,0.3444532177819007,53.02701986471841,53.02701986471841
TT,TCGA-LIHC,TCGA-DD-AADD-01,TCGA-UB-A7ME-01,0.002501142549456927,0.2623337524584368,104.88556620469207,104.88556620469207
TT,TCGA-LIHC,TCGA-DD-AAED-01,TCGA-EP-A12J-01,0.0070843742687962345,0.4016313425681912,56.692564131911084,56.692564131911084
TT,TCGA-LIHC,TCGA-DD-A114-01,TCGA-DD-A4NO-01,0.0029387152878007127,0.2650932216764583,90.20718093274351,90.20718093274351
TT,TCGA-LIHC,TCGA-FY-A3WA-01,TCGA-KR-A7K0-01,0.006575576991505265,0.2779833458701048,42.275126004793314,42.275126004793314
TT,TCGA-LIHC,TCGA-FY-A4B4-01,TCGA-ZS-A9CG-01,0.004168569537745333,0.3309313518257215,79.38726914094212,79.38726914094212
TT,TCGA-LIHC,TCGA-DD-AAEK-01,TCGA-RC-A7SF-01,0.004738824017367259,0.24746073310426717,52.21986134056706,52.21986134056706
TT,TCGA-LIHC,TCGA-DD-AAE0-01,TCGA-RC-A6M4-01,0.005167287779875986,0.412846353467626,79.89614108110197,79.89614108110197
TT,TCGA-LIHC,TCGA-DD-AACZ-01,TCGA-HU-8608-01,0.004404397234466904,0.42076224564894793,95.5323108361446,95.5323108361446
